0,1
0,2
0,4
0,5
0,6
0,9
0,12
0,13
0,15
0,21
0,23
0,25
0,29
0,45
0,47
0,59
0,65
0,69
0,74
0,82
0,85
0,92
0,93
0,94
0,96
0,100
0,108
0,166
0,169
0,170
0,171
0,184
0,186
0,190
0,211
0,253
0,260
0,265
0,312
0,321
0,325
0,335
0,348
0,357
0,377
0,385
0,411
0,427
0,429
0,431
0,433
0,462
0,504
0,520
0,523
0,524
0,541
0,565
0,571
0,601
0,608
0,635
0,681
0,699
0,702
0,704
0,727
0,741
0,774
0,784
0,794
0,826
0,831
0,909
0,910
0,916
0,939
0,972
0,978
0,1033
0,1048
0,1051
0,1068
0,1083
0,1088
0,1110
0,1115
0,1116
0,1163
0,1193
0,1238
0,1261
0,1270
0,1278
0,1305
0,1313
0,1329
0,1341
0,1352
0,1366
0,1396
0,1401
0,1406
0,1424
0,1437
0,1465
0,1467
0,1475
0,1483
0,1485
0,1486
0,1492
0,1570
0,1590
0,1702
0,1707
0,1738
0,1744
0,1823
0,1846
0,1868
0,1877
0,1899
0,1941
0,1979
0,1988
1,2
1,3
1,6
1,10
1,17
1,32
1,39
1,40
1,41
1,49
1,55
1,59
1,61
1,66
1,69
1,73
1,86
1,94
1,132
1,141
1,172
1,208
1,213
1,227
1,239
1,256
1,259
1,292
1,301
1,302
1,311
1,326
1,384
1,385
1,400
1,418
1,425
1,433
1,450
1,514
1,568
1,582
1,648
1,660
1,672
1,701
1,739
1,766
1,774
1,781
1,826
1,842
1,847
1,854
1,857
1,896
1,914
1,944
1,947
1,1050
1,1057
1,1098
1,1109
1,1163
1,1253
1,1286
1,1323
1,1333
1,1388
1,1394
1,1395
1,1467
1,1531
1,1545
1,1576
1,1579
1,1644
1,1663
1,1727
1,1730
1,1801
1,1804
1,1816
1,1843
1,1880
2,10
2,11
2,127
2,331
2,918
2,1030
2,1204
2,1779
2,1915
3,7
3,1864
4,14
4,62
4,72
4,74
4,92
4,365
4,557
4,773
4,813
4,1292
4,1325
4,1433
4,1670
5,840
6,11
6,17
6,23
6,44
6,50
6,69
6,80
6,175
6,183
6,199
6,212
6,218
6,279
6,285
6,297
6,313
6,341
6,432
6,480
6,567
6,612
6,664
6,709
6,740
6,777
6,780
6,802
6,858
6,860
6,898
6,909
6,948
6,983
6,1052
6,1062
6,1130
6,1332
6,1397
6,1504
6,1542
6,1781
6,1854
7,21
7,123
7,220
7,339
7,342
7,362
7,577
7,623
7,737
7,973
7,997
7,1014
7,1417
7,1547
7,1567
7,1703
7,1849
7,1903
9,102
9,649
9,1448
9,1590
10,21
10,70
10,84
10,120
10,124
10,170
10,177
10,242
10,252
10,264
10,296
10,334
10,344
10,348
10,398
10,416
10,471
10,752
10,852
10,883
10,1029
10,1034
10,1106
10,1146
10,1189
10,1504
10,1595
10,1826
11,12
11,17
11,27
11,33
11,48
11,50
11,64
11,67
11,71
11,78
11,86
11,106
11,182
11,193
11,250
11,277
11,361
11,366
11,468
11,1024
11,1080
11,1086
11,1090
11,1284
11,1521
11,1583
11,1667
12,16
12,20
12,21
12,43
12,52
12,64
12,68
12,76
12,142
12,255
12,324
12,595
12,627
12,666
12,717
12,999
12,1229
12,1304
12,1329
12,1414
12,1421
12,1647
12,1784
12,1877
13,94
13,1832
15,200
15,227
15,768
16,17
16,32
16,165
16,286
16,588
16,692
16,859
16,1087
16,1122
16,1581
16,1592
16,1668
17,66
17,117
17,122
17,179
17,254
17,288
17,475
17,565
17,855
17,916
17,1117
17,1256
17,1561
17,1568
17,1600
17,1834
17,1909
20,174
20,178
21,24
21,32
21,57
21,70
21,88
21,114
21,120
21,144
21,163
21,328
21,332
21,340
21,413
21,436
21,455
21,559
21,571
21,664
21,697
21,715
21,1082
21,1083
21,1127
21,1150
21,1253
21,1331
21,1510
21,1512
21,1699
21,1727
21,1757
21,1800
21,1914
23,65
23,76
23,91
23,151
23,153
23,214
23,223
23,242
23,258
23,291
23,355
23,376
23,433
23,615
23,622
23,626
23,729
23,731
23,776
23,808
23,836
23,850
23,942
23,959
23,1186
23,1187
23,1222
23,1282
23,1288
23,1292
23,1543
23,1599
23,1615
23,1655
23,1729
23,1753
23,1765
23,1868
23,1975
23,1985
24,123
24,257
24,625
24,1049
24,1052
24,1413
25,37
25,73
25,143
25,195
25,403
25,1149
25,1483
25,2001
29,770
32,59
32,75
32,76
32,130
32,185
32,423
32,497
32,694
32,712
32,717
32,759
32,805
32,878
32,904
32,986
32,995
32,1042
32,1055
32,1119
32,1345
32,1346
32,1588
32,1776
32,1788
32,1803
33,141
33,1791
37,57
37,62
37,72
37,79
37,158
37,159
37,217
37,218
37,355
37,382
37,506
37,648
37,1032
37,1232
37,1327
37,1503
37,1518
37,1579
37,1617
37,1795
37,1947
37,1977
39,178
39,394
39,574
39,739
39,1332
39,1409
43,59
43,140
43,142
43,735
44,1349
44,1828
48,1805
49,145
49,1349
49,1646
50,63
50,919
50,1286
50,1458
50,1734
50,1931
50,1970
52,615
52,1467
55,662
55,821
55,1377
55,1580
57,714
57,884
59,1017
59,1130
59,1322
59,1609
61,850
62,74
62,895
62,1027
62,1345
62,1389
63,1017
64,94
64,121
64,378
64,472
64,532
64,735
64,1100
64,1844
65,158
65,505
65,1242
65,1635
66,196
66,371
66,1069
67,877
67,1418
67,1474
67,1502
68,89
68,141
68,267
68,1232
68,1498
68,1615
69,448
69,545
69,891
69,1116
69,1818
69,1894
70,84
70,99
70,177
70,352
70,610
70,1100
70,1579
70,1714
70,1797
71,76
71,104
71,108
71,137
71,248
71,402
71,464
71,553
71,582
71,701
71,726
71,733
71,757
71,786
71,806
71,856
71,897
71,973
71,1072
71,1132
71,1188
71,1351
71,1500
71,1609
71,1675
71,1709
71,1918
71,1935
71,1952
72,191
73,92
73,119
73,292
73,423
73,443
73,577
73,580
73,581
73,610
73,672
73,847
73,982
73,1178
73,1256
73,1546
73,1759
73,1879
73,1984
74,90
74,111
74,144
74,152
74,224
74,232
74,243
74,250
74,256
74,292
74,293
74,299
74,393
74,403
74,630
74,765
74,963
74,969
74,1078
74,1158
74,1350
74,1388
74,1508
74,1563
74,1631
74,1709
74,1745
74,1870
74,1896
74,1926
75,85
75,226
75,242
75,248
75,562
75,1011
75,1278
75,1804
75,1954
76,81
76,104
76,126
76,129
76,191
76,233
76,299
76,348
76,377
76,433
76,443
76,503
76,582
76,624
76,650
76,757
76,812
76,917
76,937
76,1053
76,1056
76,1137
76,1202
76,1204
76,1219
76,1221
76,1272
76,1368
76,1392
76,1545
76,1611
76,1634
76,1642
76,1849
78,101
78,106
78,132
78,289
78,348
78,512
78,879
78,887
78,1025
78,1057
78,1161
79,329
80,545
81,113
81,170
81,184
81,203
81,216
81,325
81,382
81,438
81,565
81,620
81,712
81,1460
81,1643
81,1753
82,115
82,519
82,552
82,787
84,946
84,1065
85,213
85,370
85,620
85,997
85,1295
85,1534
86,103
86,241
86,437
86,887
86,1037
86,1632
88,108
88,295
88,368
