0,1
0,2
0,3
0,6
0,7
0,9
0,18
0,21
0,22
0,25
0,31
0,38
0,43
0,55
0,56
0,67
0,77
0,79
0,89
0,93
0,95
0,97
0,123
0,126
0,139
0,152
0,156
0,159
0,164
0,175
0,185
0,229
0,240
0,254
0,261
0,270
0,271
0,274
0,320
0,325
0,331
0,335
0,354
0,408
0,413
0,428
0,436
0,444
0,465
0,469
0,474
1,2
1,4
1,76
1,97
1,139
1,252
1,344
1,366
1,471
2,91
2,96
2,117
2,356
2,495
2,497
3,4
3,8
3,13
3,14
3,50
3,56
3,58
3,59
3,60
3,70
3,73
3,79
3,134
3,157
3,166
3,175
3,198
3,234
3,235
3,286
3,292
3,323
3,326
3,364
3,374
3,386
3,392
3,425
3,469
3,491
4,11
4,14
4,16
4,43
4,49
4,65
4,74
4,75
4,83
4,90
4,111
4,167
4,172
4,185
4,191
4,208
4,210
4,217
4,233
4,235
4,240
4,271
4,349
4,370
4,374
4,422
4,457
6,12
6,18
6,108
6,120
6,353
7,271
7,472
8,13
8,48
8,67
8,80
8,110
8,181
8,207
8,361
9,11
9,17
9,22
9,25
9,54
9,136
9,146
9,165
9,211
9,250
9,279
9,281
9,360
9,377
9,412
11,36
11,46
11,112
11,139
11,152
11,163
11,208
11,235
11,329
11,357
11,377
12,20
12,126
12,163
12,181
12,200
12,201
12,267
12,425
12,458
13,18
13,29
13,60
13,70
13,170
14,33
14,59
14,118
14,233
14,411
16,91
16,385
16,442
16,445
17,26
17,288
17,465
18,36
18,52
18,362
20,106
20,476
21,327
22,46
22,53
22,84
22,228
22,249
22,315
25,106
25,207
25,245
25,263
25,287
25,296
25,300
25,417
25,464
29,208
29,264
31,120
31,398
33,194
33,265
33,275
36,243
36,344
36,466
38,69
38,87
38,190
38,216
38,240
38,346
43,79
43,141
43,148
43,169
43,172
43,179
43,186
43,191
43,231
43,266
43,273
43,291
43,311
43,349
43,350
43,351
43,364
43,372
43,384
43,436
43,464
43,498
46,258
46,306
46,373
46,408
46,447
48,185
48,283
50,299
50,323
50,349
50,483
52,78
53,125
54,63
54,129
54,430
55,58
55,76
55,250
55,322
55,370
55,376
56,127
56,204
56,370
56,409
56,446
56,462
56,480
58,376
59,90
59,387
63,131
63,250
63,257
67,74
67,220
67,261
67,394
69,116
69,150
69,223
69,275
70,127
70,131
70,162
70,221
70,296
70,340
73,476
73,497
75,220
76,90
76,114
76,209
76,348
76,350
76,380
76,381
76,391
76,439
78,82
78,122
78,148
78,258
78,278
78,288
79,286
79,478
80,177
80,184
80,351
82,109
83,150
83,231
83,325
83,376
83,470
91,99
91,184
91,447
91,451
93,94
93,137
93,396
93,435
94,115
94,466
96,187
96,446
97,117
97,297
99,168
99,180
99,501
106,151
106,175
106,325
109,116
109,286
109,348
110,259
110,399
112,118
116,153
116,210
116,296
116,338
116,436
116,485
118,146
118,203
118,281
120,139
120,232
120,281
123,257
127,230
127,322
131,204
131,242
137,140
137,150
137,209
137,383
137,397
137,487
139,155
139,268
139,490
140,245
140,248
140,379
140,385
141,371
146,411
148,170
148,194
150,196
152,189
152,202
152,464
153,432
155,469
163,271
163,322
164,484
166,305
166,316
166,321
166,463
168,196
168,439
172,196
172,218
177,252
179,251
179,426
184,483
184,495
185,477
189,266
189,408
191,335
194,251
194,310
194,392
196,260
196,282
196,477
198,368
202,221
202,288
202,400
204,402
207,209
208,379
210,227
210,333
210,408
210,445
211,212
211,484
212,467
216,434
218,247
218,393
218,414
221,346
221,479
227,475
231,242
231,291
231,322
240,446
243,253
243,423
243,450
243,480
245,315
251,324
251,359
257,316
259,422
261,279
261,289
261,305
261,372
263,295
263,452
266,350
267,383
268,285
268,329
268,365
271,473
274,352
275,284
275,403
275,465
275,500
279,291
279,370
286,360
288,398
291,307
291,479
292,437
297,395
299,457
300,460
305,341
310,337
315,434
322,465
325,383
325,468
344,427
346,390
360,498
362,390
380,395
383,414
385,482
386,446
386,499
397,497
403,419
411,480
417,475
444,467
479,494
